year,team_code,team_name,shirt_no,pos,player_key,player_display,dob,caps,club,club_nat,captain
1958,FRG,West Germany,8,FW,Helmut Rahn,Helmut Rahn,1929-08-16,22,Rot-Weiss Essen,West Germany,0
1958,FRG,West Germany,9,MF,Fritz Walter,Fritz Walter,1920-10-31,56,1. FC Kaiserslautern,West Germany,0
1958,FRG,West Germany,10,MF,Aki Schmidt,Aki Schmidt,1935-09-05,7,Borussia Dortmund,West Germany,0
1958,FRG,West Germany,11,FW,Hans Schäfer,Hans Schäfer,1927-10-19,27,1. FC Köln,West Germany,1
1958,FRG,West Germany,12,FW,Uwe Seeler,Uwe Seeler,1936-11-05,4,Hamburger SV,West Germany,0
1958,FRG,West Germany,13,FW,Bernhard Klodt,Bernhard Klodt,1926-10-26,16,Schalke 04,West Germany,0
1958,FRG,West Germany,14,FW,Hans Cieslarczyk,Hans Cieslarczyk,1937-05-03,3,SV Sodingen,West Germany,0
1958,FRG,West Germany,15,FW,Alfred Kelbassa,Alfred Kelbassa,1925-04-21,5,Borussia Dortmund,West Germany,0
1958,FRG,West Germany,16,FW,Hans Sturm (footballer),Hans Sturm,1935-09-03,1,1. FC Köln,West Germany,0
1958,FRG,West Germany,17,DF,Karl-Heinz Schnellinger,Karl-Heinz Schnellinger,1939-03-31,1,SG Düren 99,West Germany,0
1958,FRG,West Germany,18,MF,Rudi Hoffmann,Rudi Hoffmann,1935-02-11,1,VfB Stuttgart,West Germany,0
1958,FRG,West Germany,19,MF,Wolfgang Peters,Wolfgang Peters,1929-01-08,1,Borussia Dortmund,West Germany,0
1958,FRG,West Germany,20,DF,Hermann Nuber,Hermann Nuber,1935-10-10,0,Kickers Offenbach,West Germany,0
1958,FRG,West Germany,21,GK,Günter Sawitzki,Günter Sawitzki,1932-11-22,4,VfB Stuttgart,West Germany,0
1958,FRG,West Germany,22,GK,Heinz Kwiatkowski,Heinz Kwiatkowski,1926-07-16,3,Borussia Dortmund,West Germany,0
1958,YUG,Yugoslavia,1,GK,Vladimir Beara,Vladimir Beara,1928-11-02,53,Red Star Belgrade,Yugoslavia,0
1958,YUG,Yugoslavia,2,GK,Srboljub Krivokuća,Srboljub Krivokuća,1928-03-14,4,Vojvodina Novi Sad,Yugoslavia,0
1958,YUG,Yugoslavia,3,DF,Vasilije Šijaković,Vasilije Šijaković,1929-07-31,3,OFK Belgrade,Yugoslavia,0
1958,YUG,Yugoslavia,4,DF,Tomislav Crnković (footballer),Tomislav Crnković,1929-06-17,38,Dinamo Zagreb,Yugoslavia,0
1958,YUG,Yugoslavia,5,DF,Novak Tomić,Novak Tomić,1936-01-07,0,Red Star Belgrade,Yugoslavia,0
1958,YUG,Yugoslavia,6,DF,Branko Zebec,Branko Zebec,1929-05-17,48,Partizan Belgrade,Yugoslavia,1
1958,YUG,Yugoslavia,7,FW,Miloš Milutinović,Miloš Milutinović,1933-02-05,30,Partizan Belgrade,Yugoslavia,0
1958,YUG,Yugoslavia,8,MF,Dobrosav Krstić,Dobrosav Krstić,1932-02-05,22,Vojvodina Novi Sad,Yugoslavia,0
1958,YUG,Yugoslavia,9,MF,Vujadin Boškov,Vujadin Boškov,1931-05-16,53,Vojvodina Novi Sad,Yugoslavia,0
1958,YUG,Yugoslavia,10,MF,Ivan Šantek,Ivan Šantek,1932-04-23,5,Dinamo Zagreb,Yugoslavia,0
1958,YUG,Yugoslavia,11,DF,Vladimir Popović (footballer born 1935),Vladimir Popović,1935-03-17,1,Red Star Belgrade,Yugoslavia,0
1958,YUG,Yugoslavia,12,FW,Aleksandar Petaković,Aleksandar Petaković,1930-02-06,11,Radnički Belgrade,Yugoslavia,0
1958,YUG,Yugoslavia,13,FW,Todor Veselinović,Todor Veselinović,1930-10-22,26,Vojvodina Novi Sad,Yugoslavia,0
1958,YUG,Yugoslavia,14,DF,Milorad Milutinović,Milorad Milutinović,1935-03-10,0,Partizan Belgrade,Yugoslavia,0
1958,YUG,Yugoslavia,15,MF,Dragoslav Šekularac,Dragoslav Šekularac,1937-11-08,5,Red Star Belgrade,Yugoslavia,0
1958,YUG,Yugoslavia,16,FW,Ilijas Pašić,Ilijas Pašić,1934-05-10,7,Željezničar Sarajevo,Yugoslavia,0
1958,YUG,Yugoslavia,17,MF,Zdravko Rajkov,Zdravko Rajkov,1927-12-05,24,Vojvodina Novi Sad,Yugoslavia,0
1958,YUG,Yugoslavia,18,FW,Luka Lipošinović,Luka Lipošinović,1933-05-12,6,Dinamo Zagreb,Yugoslavia,0
1958,YUG,Yugoslavia,19,FW,Radivoje Ognjanović,Radivoje Ognjanović,1933-07-01,1,Radnički Belgrade,Yugoslavia,0
1958,YUG,Yugoslavia,20,GK,Gordan Irović,Gordan Irović,1934-07-02,0,Dinamo Zagreb,Yugoslavia,0
1958,YUG,Yugoslavia,21,DF,Nikola Radović,Nikola Radović,1933-03-10,3,Hajduk Split,Yugoslavia,0
1958,YUG,Yugoslavia,22,FW,Dražan Jerković,Dražan Jerković,1936-08-06,1,Dinamo Zagreb,Yugoslavia,0
1962,ARG,Argentina,1,GK,Antonio Roma,Antonio Roma,1932-07-13,20,Boca Juniors,Argentina,0
1962,ARG,Argentina,2,DF,José Ramos Delgado,José Ramos Delgado,1935-08-26,8,River Plate,Argentina,0
1962,ARG,Argentina,3,DF,Silvio Marzolini,Silvio Marzolini,1940-10-04,6,Boca Juniors,Argentina,0
1962,ARG,Argentina,4,DF,Alberto Sainz,Alberto Sainz,1937-12-13,3,River Plate,Argentina,0
1962,ARG,Argentina,5,MF,Federico Sacchi,Federico Sacchi,1936-08-09,10,Racing,Argentina,0
1962,ARG,Argentina,6,DF,Raúl Páez,Raúl Páez,1937-05-26,1,San Lorenzo,Argentina,0
1962,ARG,Argentina,7,FW,Héctor Facundo,Héctor Facundo,1937-11-02,5,San Lorenzo,Argentina,0
1962,ARG,Argentina,8,FW,Martín Pando,Martín Pando,1934-12-26,12,River Plate,Argentina,0
1962,ARG,Argentina,9,FW,Marcelo Pagani,Marcelo Pagani,1941-08-19,4,River Plate,Argentina,0
1962,ARG,Argentina,10,FW,José Sanfilippo,José Sanfilippo,1935-05-04,27,San Lorenzo,Argentina,0
1962,ARG,Argentina,11,FW,Raúl Belén,Raúl Belén,1931-07-01,26,Racing,Argentina,0
1962,ARG,Argentina,12,GK,Rogelio Domínguez,Rogelio Domínguez,1932-03-09,20,River Plate,Argentina,0
1962,ARG,Argentina,13,MF,Oscar Rossi,Oscar Rossi,1930-07-27,14,San Lorenzo,Argentina,0
1962,ARG,Argentina,14,DF,Alberto Mariotti,Alberto Mariotti,1935-08-23,1,San Lorenzo,Argentina,0
1962,ARG,Argentina,15,DF,Rubén Navarro (Argentine footballer),Rubén Navarro,1933-03-11,19,Independiente,Argentina,1
1962,ARG,Argentina,16,MF,Antonio Rattín,Antonio Rattín,1937-05-16,8,Boca Juniors,Argentina,0
1962,ARG,Argentina,17,DF,Rafael Albrecht,Rafael Albrecht,1941-08-28,5,Estudiantes (LP),Argentina,0
1962,ARG,Argentina,18,DF,Vladislao Cap,Vladislao Cap,1934-07-05,8,River Plate,Argentina,0
1962,ARG,Argentina,19,FW,Rubén Héctor Sosa,Rubén Sosa,1936-11-14,16,Racing,Argentina,0
1962,ARG,Argentina,20,FW,Juan Carlos Oleniak,Juan Carlos Oleniak,1942-03-04,3,Argentinos Juniors,Argentina,0
1962,ARG,Argentina,21,MF,Ramón Abeledo,Ramón Abeledo,1937-04-29,6,Independiente,Argentina,0
1962,ARG,Argentina,22,FW,Alberto Mario González,Alberto González,1941-08-21,7,Boca Juniors,Argentina,0
1962,BRA,Brazil,1,GK,Gylmar dos Santos Neves,Gilmar,1930-08-22,63,Santos,Brazil,0
1962,BRA,Brazil,2,DF,Djalma Santos,Djalma Santos,1929-02-27,71,Palmeiras,Brazil,0
1962,BRA,Brazil,3,DF,Mauro Ramos,Mauro Ramos,1930-08-30,17,Santos,Brazil,1
1962,BRA,Brazil,4,MF,José Ely de Miranda,Zito,1932-08-18,29,Santos,Brazil,0
1962,BRA,Brazil,5,DF,Zózimo,Zózimo,1932-06-19,29,Bangu,Brazil,0
1962,BRA,Brazil,6,DF,Nílton Santos,Nílton Santos,1925-05-16,69,Botafogo,Brazil,0
1962,BRA,Brazil,7,FW,Garrincha,Garrincha,1933-10-28,31,Botafogo,Brazil,0
1962,BRA,Brazil,8,MF,Valdir Pereira,Didi,1928-10-08,62,Botafogo,Brazil,0
1962,BRA,Brazil,9,FW,Antônio Wilson Vieira Honório,Coutinho,1943-06-11,10,Santos,Brazil,0
1962,BRA,Brazil,10,FW,Pelé,Pelé,1940-10-23,30,Santos,Brazil,0
1962,BRA,Brazil,11,FW,José Macia,Pepe,1935-02-25,25,Santos,Brazil,0
1962,BRA,Brazil,12,DF,Jair Marinho,Jair Marinho,1936-07-17,4,Fluminense,Brazil,0
1962,BRA,Brazil,13,DF,Hilderaldo Bellini,Hilderaldo Bellini,1930-06-07,37,São Paulo,Brazil,0
1962,BRA,Brazil,14,DF,Jurandir de Freitas,Jurandir,1940-11-12,2,São Paulo,Brazil,0
1962,BRA,Brazil,15,DF,Altair Gomes de Figueiredo,Altair,1938-01-21,5,Fluminense,Brazil,0
1962,BRA,Brazil,16,MF,José Ferreira Franco,Zequinha,1934-11-18,10,Palmeiras,Brazil,0
1962,BRA,Brazil,17,MF,Mengálvio Pedro Figueiró,Mengálvio,1939-12-17,7,Santos,Brazil,0
1962,BRA,Brazil,18,FW,Jair da Costa,Jair da Costa,1940-07-09,1,Portuguesa,Brazil,0
1962,BRA,Brazil,19,FW,Vavá,Vavá,1934-11-12,13,Palmeiras,Brazil,0
1962,BRA,Brazil,20,FW,Amarildo Tavares da Silveira,Amarildo,1939-06-29,6,Botafogo,Brazil,0
1962,BRA,Brazil,21,FW,Mário Zagallo,Mário Zagallo,1931-08-09,21,Botafogo,Brazil,0
1962,BRA,Brazil,22,GK,Carlos José Castilho,Castilho,1927-11-27,25,Fluminense,Brazil,0
1962,BUL,Bulgaria,1,GK,"Georgi Naydenov (footballer, born 1931)",Georgi Naydenov,1931-12-21,39,CDNA Sofia,Bulgaria,0
1962,BUL,Bulgaria,2,DF,Kiril Rakarov,Kiril Rakarov,1932-05-24,56,CDNA Sofia,Bulgaria,1
1962,BUL,Bulgaria,3,DF,Ivan Dimitrov (footballer),Ivan Dimitrov,1935-05-14,30,Lokomotiv Sofia,Bulgaria,0
1962,BUL,Bulgaria,4,MF,Stoyan Kitov,Stoyan Kitov,1938-08-27,7,Spartak Sofia,Bulgaria,0
1962,BUL,Bulgaria,5,DF,Dimitar Kostov,Dimitar Kostov,1936-07-26,2,Slavia Sofia,Bulgaria,0
1962,BUL,Bulgaria,6,MF,Nikola Kovachev,Nikola Kovachev,1934-06-04,38,CDNA Sofia,Bulgaria,0
1962,BUL,Bulgaria,7,MF,Todor Diev,Todor Diev,1934-01-28,38,Spartak Plovdiv,Bulgaria,0
1962,BUL,Bulgaria,8,DF,Dimitar Dimov (footballer),Dimitar Dimov,1937-12-13,5,Spartak Plovdiv,Bulgaria,0
1962,BUL,Bulgaria,9,FW,Hristo Iliev (footballer),Hristo Iliev,1936-05-11,17,Levski Sofia,Bulgaria,0
1962,BUL,Bulgaria,10,FW,Ivan Petkov Kolev,Ivan Kolev,1930-11-01,60,CDNA Sofia,Bulgaria,0
1962,BUL,Bulgaria,11,FW,Dimitar Yakimov,Dimitar Yakimov,1941-07-12,19,CDNA Sofia,Bulgaria,0
1962,BUL,Bulgaria,12,DF,Dobromir Zhechev,Dobromir Zhechev,1942-11-12,3,Spartak Sofia,Bulgaria,0
1962,BUL,Bulgaria,13,FW,Petar Velichkov,Petar Velichkov,1940-08-08,4,Slavia Sofia,Bulgaria,0
1962,BUL,Bulgaria,14,FW,Georgi Sokolov,Georgi Sokolov,1942-06-19,6,Levski Sofia,Bulgaria,0
1962,BUL,Bulgaria,15,FW,Georgi Asparuhov,Georgi Asparuhov,1943-05-04,1,Botev Plovdiv,Bulgaria,0
1962,BUL,Bulgaria,16,MF,Aleksandar Kostov,Aleksandar Kostov,1938-03-05,1,Levski Sofia,Bulgaria,0
1962,BUL,Bulgaria,17,MF,Panteley Dimitrov,Panteley Dimitrov,1940-11-02,0,CDNA Sofia,Bulgaria,0
1962,BUL,Bulgaria,18,GK,Ivan Ivanov (footballer born 1942),Ivan Ivanov,1942-01-01,0,Cherno More,Bulgaria,0
1962,BUL,Bulgaria,19,FW,Dinko Dermendzhiev,Dinko Dermendzhiev,1941-06-02,1,Botev Plovdiv,Bulgaria,0
1962,BUL,Bulgaria,20,GK,Nikola Parshanov,Nikola Parshanov,1934-02-16,2,Spartak Pleven,Bulgaria,0
1962,BUL,Bulgaria,21,FW,Panayot Panayotov (footballer),Panayot Panayotov,1930-12-30,45,CDNA Sofia,Bulgaria,0
1962,BUL,Bulgaria,22,FW,"Georgi Dimitrov (footballer, born 1931)",Georgi Dimitrov,1931-05-01,0,Cherno More,Bulgaria,0
1962,CHI,Chile,1,GK,Misael Escuti,Misael Escuti,1926-12-20,31,Colo-Colo,Chile,0
1962,CHI,Chile,2,DF,Luis Eyzaguirre,Luis Eyzaguirre,1939-06-22,19,Universidad de Chile,Chile,0
1962,CHI,Chile,3,DF,"Raúl Sánchez (footballer, born 1933)",Raúl Sánchez,1933-10-26,21,Santiago Wanderers,Chile,0
1962,CHI,Chile,4,DF,"Sergio Navarro (footballer, born 1936)",Sergio Navarro,1936-11-20,26,Universidad de Chile,Chile,1
1962,CHI,Chile,5,DF,"Carlos Contreras (footballer, born 1938)",Carlos Contreras,1938-10-07,6,Universidad de Chile,Chile,0
1962,CHI,Chile,6,MF,"Eladio Rojas (footballer, born 1934)",Eladio Rojas,1934-11-08,11,Everton,Chile,0
1962,CHI,Chile,7,FW,"Jaime Ramírez (footballer, born 1931)",Jaime Ramírez,1931-08-14,39,Universidad de Chile,Chile,0
1962,CHI,Chile,8,MF,Jorge Toro,Jorge Toro,1939-01-10,15,Colo-Colo,Chile,0
1962,CHI,Chile,9,FW,Honorino Landa,Honorino Landa,1942-06-01,4,Unión Española,Chile,0
1962,CHI,Chile,10,FW,Alberto Fouilloux,Alberto Fouilloux,1940-11-22,15,Universidad Católica,Chile,0
1962,CHI,Chile,11,FW,Leonel Sánchez,Leonel Sánchez,1936-04-25,45,Universidad de Chile,Chile,0
1962,CHI,Chile,12,GK,Adán Godoy,Adán Godoy,1936-11-26,0,Santiago Morning,Chile,0
1962,CHI,Chile,13,DF,Sergio Valdés (footballer),Sergio Valdés,1933-05-11,16,Universidad Católica,Chile,0
1962,CHI,Chile,14,DF,Hugo Lepe,Hugo Lepe,1940-04-14,1,Santiago Morning,Chile,0
1962,CHI,Chile,15,DF,Manuel Rodríguez (footballer),Manuel Rodríguez,1938-01-18,2,Unión Española,Chile,0
1962,CHI,Chile,16,DF,Humberto Cruz,Humberto Cruz,1939-12-08,2,Santiago Morning,Chile,0
1962,CHI,Chile,17,MF,Mario Ortiz (Chilean footballer),Mario Ortiz,1936-01-28,12,Colo-Colo,Chile,0
1962,CHI,Chile,18,FW,Mario Moreno (footballer),Mario Moreno,1935-12-31,24,Colo-Colo,Chile,0
1962,CHI,Chile,19,FW,Braulio Musso,Braulio Musso,1930-03-08,14,Universidad de Chile,Chile,0
1962,CHI,Chile,20,FW,Carlos Campos Sánchez,Carlos Campos,1937-02-14,2,Universidad de Chile,Chile,0
1962,CHI,Chile,21,FW,Armando Tobar,Armando Tobar,1938-06-07,17,Universidad Católica,Chile,0
1962,CHI,Chile,22,GK,Manuel Astorga,Manuel Astorga,1937-05-15,5,Universidad de Chile,Chile,0
1962,COL,Colombia,1,GK,Efraín Sánchez,Efraín Sánchez,1926-02-27,27,Independiente Medellín,Colombia,0
1962,COL,Colombia,2,GK,Achito Vivas,Achito Vivas,1934-03-01,0,Deportivo Pereira,Colombia,0
1962,COL,Colombia,3,DF,Francisco Zuluaga,Francisco Zuluaga,1929-02-04,9,Independiente Santa Fe,Colombia,1
1962,COL,Colombia,4,DF,Aníbal Alzate,Aníbal Alzate,1933-01-31,4,Deportes Tolima,Colombia,0
1962,COL,Colombia,5,DF,Jaime González (Colombian footballer),Jaime González,1938-04-01,2,América de Cali,Colombia,0
1962,COL,Colombia,6,DF,Ignacio Calle,Ignacio Calle,1931-08-21,8,Atlético Nacional,Colombia,0
1962,COL,Colombia,7,DF,Carlos Aponte,Carlos Aponte,1939-01-24,1,Independiente Santa Fe,Colombia,0
1962,COL,Colombia,8,DF,Héctor Echeverry,Héctor Echeverry,1938-04-10,5,Independiente Medellín,Colombia,0
1962,COL,Colombia,9,MF,Jaime Silva (footballer),Jaime Silva,1935-10-10,12,Independiente Santa Fe,Colombia,0
1962,COL,Colombia,10,MF,Rolando Serrano,Rolando Serrano,1938-11-13,5,América de Cali,Colombia,0
1962,COL,Colombia,11,DF,Óscar López (Colombian footballer),Óscar López,1939-04-02,4,Once Caldas,Colombia,0
1962,COL,Colombia,12,MF,Hernando Tovar,Hernando Tovar,1938-06-07,0,Independiente Santa Fe,Colombia,0
1962,COL,Colombia,13,FW,Germán Aceros,Germán Aceros,1938-09-30,6,Deportivo Cali,Colombia,0
1962,COL,Colombia,14,FW,Luis Paz (Colombian footballer),Luis Paz,1942-06-25,0,América de Cali,Colombia,0
1962,COL,Colombia,15,MF,Marcos Coll,Marcos Coll,1935-08-23,4,América de Cali,Colombia,0
1962,COL,Colombia,16,FW,Ignacio Pérez,Ignacio Pérez,1934-12-19,4,Once Caldas,Colombia,0
1962,COL,Colombia,17,FW,Marino Klinger,Marino Klinger,1936-02-07,3,Millonarios,Colombia,0
1962,COL,Colombia,18,FW,Eusebio Escobar,Eusebio Escobar,1936-07-02,2,Deportivo Pereira,Colombia,0
1962,COL,Colombia,19,FW,Delio Gamboa Rentería,Delio Gamboa,1936-01-28,9,Millonarios,Colombia,0
1962,COL,Colombia,20,FW,Antonio Rada,Antonio Rada,1937-06-13,2,Deportivo Pereira,Colombia,0
1962,COL,Colombia,21,FW,Héctor González Garzón,Héctor González,1937-07-07,3,Independiente Santa Fe,Colombia,0
1962,COL,Colombia,22,FW,Jairo Arias,Jairo Arias,1938-11-02,4,Atlético Nacional,Colombia,0
1962,TCH,Czechoslovakia,1,GK,Viliam Schrojf,Viliam Schrojf,1931-08-02,22,Slovan Bratislava,Czechoslovakia,0
1962,TCH,Czechoslovakia,2,DF,Jan Lála,Jan Lála,1936-09-10,1,Dynamo Praha,Czechoslovakia,0
1962,TCH,Czechoslovakia,3,DF,Ján Popluhár,Ján Popluhár,1935-08-12,27,Slovan Bratislava,Czechoslovakia,0
1962,TCH,Czechoslovakia,4,DF,Ladislav Novák,Ladislav Novák,1931-12-05,59,Dukla Prague,Czechoslovakia,1
1962,TCH,Czechoslovakia,5,DF,Svatopluk Pluskal,Svatopluk Pluskal,1930-10-28,38,Dukla Prague,Czechoslovakia,0
1962,TCH,Czechoslovakia,6,MF,Josef Masopust,Josef Masopust,1931-02-09,44,Dukla Prague,Czechoslovakia,0
1962,TCH,Czechoslovakia,7,MF,Jozef Štibrányi,Jozef Štibrányi,1940-04-11,3,Spartak Trnava,Czechoslovakia,0
1962,TCH,Czechoslovakia,8,FW,Adolf Scherer,Adolf Scherer,1938-05-05,18,TJ Slovnaft Bratislava,Czechoslovakia,0
1962,TCH,Czechoslovakia,9,FW,Pavol Molnár,Pavol Molnár,1936-02-13,20,Slovan Bratislava,Czechoslovakia,0
1962,TCH,Czechoslovakia,10,FW,Jozef Adamec,Jozef Adamec,1942-02-26,4,Dukla Prague,Czechoslovakia,0
1962,TCH,Czechoslovakia,11,FW,Josef Jelínek,Josef Jelínek,1941-01-09,4,Dukla Prague,Czechoslovakia,0
1962,TCH,Czechoslovakia,12,DF,Jiří Tichý,Jiří Tichý,1933-12-06,13,TJ Slovnaft Bratislava,Czechoslovakia,0
1962,TCH,Czechoslovakia,13,GK,František Schmucker,František Schmucker,1940-01-28,1,RH Brno,Czechoslovakia,0
1962,TCH,Czechoslovakia,14,FW,Václav Mašek,Václav Mašek,1941-03-21,7,Spartak Praha Sokolovo,Czechoslovakia,0
1962,TCH,Czechoslovakia,15,FW,Vladimír Kos,Vladimír Kos,1935-08-09,1,CKD Praha,Czechoslovakia,0
1962,TCH,Czechoslovakia,16,DF,Titus Buberník,Titus Buberník,1933-10-12,17,TJ Slovnaft Bratislava,Czechoslovakia,0
1962,TCH,Czechoslovakia,17,FW,Tomáš Pospíchal,Tomáš Pospíchal,1936-06-26,10,Baník Ostrava,Czechoslovakia,0
1962,TCH,Czechoslovakia,18,FW,Josef Kadraba,Josef Kadraba,1933-09-29,9,SONP Kladno,Czechoslovakia,0
1962,TCH,Czechoslovakia,19,FW,Andrej Kvašňák,Andrej Kvašňák,1936-05-19,12,Spartak Praha Sokolovo,Czechoslovakia,0
1962,TCH,Czechoslovakia,20,FW,Jaroslav Borovička,Jaroslav Borovička,1931-01-26,21,Dukla Prague,Czechoslovakia,0
1962,TCH,Czechoslovakia,21,GK,Pavel Kouba,Pavel Kouba,1938-09-01,0,Dukla Prague,Czechoslovakia,0
1962,TCH,Czechoslovakia,22,DF,Jozef Bomba,Jozef Bomba,1939-03-30,6,Tatran Prešov,Czechoslovakia,0
1962,ENG,England,1,GK,Ron Springett,Ron Springett,1935-07-22,21,Sheffield Wednesday,England,0
1962,ENG,England,2,DF,Jimmy Armfield,Jimmy Armfield,1935-09-02,25,Blackpool,England,0
1962,ENG,England,3,DF,Ray Wilson (English footballer),Ray Wilson,1934-12-17,11,Huddersfield Town,England,0
1962,ENG,England,4,MF,Bobby Robson,Bobby Robson,1933-02-18,20,West Bromwich Albion,England,0
1962,ENG,England,5,DF,Peter Swan (footballer born 1936),Peter Swan,1936-10-08,19,Sheffield Wednesday,England,0
1962,ENG,England,6,MF,Ron Flowers,Ron Flowers,1934-07-28,32,Wolverhampton Wanderers,England,0
1962,ENG,England,7,MF,"John Connelly (footballer, born 1938)",John Connelly,1938-07-18,8,Burnley,England,0
1962,ENG,England,8,FW,Jimmy Greaves,Jimmy Greaves,1940-02-20,18,Tottenham Hotspur,England,0
1962,ENG,England,9,FW,Gerry Hitchens,Gerry Hitchens,1934-10-08,5,Internazionale,ITA,0
1962,ENG,England,10,FW,Johnny Haynes,Johnny Haynes,1934-10-17,52,Fulham,England,1
1962,ENG,England,11,FW,Bobby Charlton,Bobby Charlton,1937-10-11,35,Manchester United,England,0
1962,ENG,England,12,GK,Alan Hodgkinson,Alan Hodgkinson,1936-08-16,5,Sheffield United,England,0
1962,ENG,England,13,FW,Derek Kevan,Derek Kevan,1935-03-06,14,West Bromwich Albion,England,0
1962,ENG,England,14,MF,Stan Anderson,Stan Anderson,1933-02-27,2,Sunderland,England,0
1962,ENG,England,15,DF,Maurice Norman,Maurice Norman,1934-05-08,1,Tottenham Hotspur,England,0
1962,ENG,England,16,DF,Bobby Moore,Bobby Moore,1941-04-12,1,West Ham United,England,0
1962,ENG,England,17,MF,Bryan Douglas,Bryan Douglas,1934-05-27,29,Blackburn Rovers,England,0
1962,ENG,England,18,FW,Roger Hunt,Roger Hunt,1938-07-20,1,Liverpool,England,0
1962,ENG,England,19,FW,Alan Peacock,Alan Peacock,1937-10-29,0,Middlesbrough,England,0
1962,ENG,England,20,MF,George Eastham,George Eastham,1936-09-23,0,Arsenal,England,0
1962,ENG,England,21,DF,Don Howe,Don Howe,1935-10-12,23,West Bromwich Albion,England,0
1962,ENG,England,22,MF,Jimmy Adamson,Jimmy Adamson,1929-04-04,0,Burnley,England,0
1962,HUN,Hungary,1,GK,Gyula Grosics,Gyula Grosics,1926-02-04,81,Tatabánya,Hungary,1
1962,HUN,Hungary,2,DF,Sándor Mátrai,Sándor Mátrai,1932-11-20,41,Ferencváros,Hungary,0
1962,HUN,Hungary,3,DF,Kálmán Mészöly,Kálmán Mészöly,1941-07-16,4,Vasas,Hungary,0
1962,HUN,Hungary,4,DF,László Sárosi (footballer),László Sárosi,1932-02-27,25,Vasas,Hungary,0
1962,HUN,Hungary,5,DF,Ernő Solymosi,Ernő Solymosi,1940-09-21,16,Újpest,Hungary,0
1962,HUN,Hungary,6,MF,Ferenc Sipos,Ferenc Sipos,1932-12-13,44,MTK Budapest,Hungary,0
1962,HUN,Hungary,7,FW,Károly Sándor,Károly Sándor,1928-11-29,58,MTK Budapest,Hungary,0
1962,HUN,Hungary,8,FW,János Göröcs,János Göröcs,1939-05-08,32,Újpest,Hungary,0
1962,HUN,Hungary,9,FW,Flórián Albert,Flórián Albert,1941-09-15,23,Ferencváros,Hungary,0
1962,HUN,Hungary,10,MF,Lajos Tichy,Lajos Tichy,1935-03-21,53,Budapest Honvéd,Hungary,0
1962,HUN,Hungary,11,FW,Máté Fenyvesi,Máté Fenyvesi,1933-09-20,42,Ferencváros,Hungary,0
1962,HUN,Hungary,12,DF,Kálmán Sóvári,Kálmán Sóvári,1940-12-21,7,Újpest,Hungary,0
1962,HUN,Hungary,13,DF,Kálmán Ihász,Kálmán Ihász,1941-03-06,0,Vasas,Hungary,0
1962,HUN,Hungary,14,MF,István Nagy (footballer born 1939),István Nagy,1939-04-14,1,MTK Budapest,Hungary,0
1962,HUN,Hungary,15,MF,János Mencel,János Mencel,1941-12-14,0,Salgótarján,Hungary,0
1962,HUN,Hungary,16,FW,János Farkas,János Farkas,1942-03-27,4,Vasas,Hungary,0
1962,HUN,Hungary,17,FW,Gyula Rákosi,Gyula Rákosi,1938-10-09,3,Ferencváros,Hungary,0
1962,HUN,Hungary,18,FW,Tivadar Monostori,Tivadar Monostori,1936-08-24,5,Dorog,Hungary,0
1962,HUN,Hungary,19,FW,Béla Kuharszki,Béla Kuharszki,1940-04-20,5,Újpest,Hungary,0
1962,HUN,Hungary,20,FW,László Bödör,László Bödör,1933-08-17,1,MTK Budapest,Hungary,0
1962,HUN,Hungary,21,GK,Antal Szentmihályi,Antal Szentmihályi,1939-06-13,1,Vasas,Hungary,0
1962,HUN,Hungary,22,GK,István Ilku,István Ilku,1933-03-06,6,Dorog,Hungary,0
1962,ITA,Italy,1,GK,Lorenzo Buffon,Lorenzo Buffon,1929-12-19,13,Internazionale,ITA,1
1962,ITA,Italy,2,DF,Giacomo Losi,Giacomo Losi,1935-11-09,9,Roma,ITA,0
1962,ITA,Italy,3,DF,Luigi Radice,Luigi Radice,1935-01-15,2,Milan,ITA,0
1962,ITA,Italy,4,DF,Sandro Salvadore,Sandro Salvadore,1939-11-29,5,Milan,ITA,0
1962,ITA,Italy,5,DF,Cesare Maldini,Cesare Maldini,1932-02-05,6,Milan,ITA,0
1962,ITA,Italy,6,MF,Giovanni Trapattoni,Giovanni Trapattoni,1939-03-17,7,Milan,ITA,0
1962,ITA,Italy,7,FW,Bruno Mora,Bruno Mora,1937-03-29,9,Juventus,ITA,0
1962,ITA,Italy,8,FW,Humberto Maschio,Humberto Maschio,1933-02-20,1,Atalanta,ITA,0
1962,ITA,Italy,9,FW,José Altafini,José Altafini,1938-07-24,4,Milan,ITA,0
1962,ITA,Italy,10,FW,Omar Sívori,Omar Sívori,1935-10-02,7,Juventus,ITA,0
1962,ITA,Italy,11,FW,Giampaolo Menichelli,Giampaolo Menichelli,1938-06-29,2,Roma,ITA,0
1962,ITA,Italy,12,GK,Carlo Mattrel,Carlo Mattrel,1937-04-14,1,Palermo,ITA,0
1962,ITA,Italy,13,GK,Enrico Albertosi,Enrico Albertosi,1939-11-02,1,Fiorentina,ITA,0
1962,ITA,Italy,14,MF,Gianni Rivera,Gianni Rivera,1943-08-18,1,Milan,ITA,0
1962,ITA,Italy,15,FW,Angelo Sormani,Angelo Sormani,1939-07-03,0,Mantova,ITA,0
